Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
BYD,Boyd Gaming Corp.,Consumer Cyclical,62.3,0.002407705,,,0.150000006,6851.262702,14.77055467,0.036855038,1.412168165,72.55,50.26
BYFC,Broadway Financial Corp.,Financial Services,1.58,0,,,0,69.004961,0,N/A,0.8706417,4.28,1.44
BYND,Beyond Meat Inc,Consumer Defensive,43.01,0,,,0,2732.221433,N/A,0,1.589713919,160.28,35.74
BZH,Beazer Homes USA Inc.,Consumer Cyclical,14.92,0,,,0,469.378843,3.239128304,0,1.638545009,26.12,13.78
C,Citigroup Inc,Financial Services,50.93,0.040054977,0,0.260927274,2.017037866,100886.9626,4.860148504,0.199115288,0.794533702,78.5,49.04
CABO,Cable One Inc,Communication Services,1428,0.007510205,0.1,0.128881321,10.7245728,8584.823268,29.41781097,0.234724728,0.691162278,2129.14,1375.63
CAC,Camden National Corp.,Financial Services,47.02,0.031946737,0.111111111,0.1170341,1.502135582,13400.28387,194.703648,0.326551213,0.603740709,51.72,42.6
CACC,Credit Acceptance Corp.,Financial Services,585.93,0,,,0,8270.024025,8.629890457,0,0.847247981,703.27,366.19
CACI,Caci International Inc.,Technology,294.32,0,,,0,6888.733249,15.80967356,0,0.446731759,313.52,238.29
CADE,Cadence Bank,Financial Services,26.35,0.030634204,,,0.807211287,2704.725552,0,N/A,1.109932948,33.99,24.7
CAG,Conagra Brands Inc,Consumer Defensive,35.62,0.035092645,0.136363636,0.093362074,1.19647776,17093.15658,16.45471369,0.556501284,0.141556299,38.02,30.06
CAH,"Cardinal Health, Inc.",Healthcare,62.96,0.031130877,0.01008438,0.011992621,1.936918695,17443.78524,31.43024368,1.00881182,0.557256355,64.12,45.03
CAI,Cai International Inc,Industrials,56,0.020353586,,,1.139800825,972.022744,7.462460128,0.155074942,0.271361685,56.13,29.43
CAKE,Cheesecake Factory Inc.,Consumer Cyclical,36.77,0,,,0,1939.662654,39.47940513,0,1.270530534,65.81,31.43
CAL,Caleres Inc,Consumer Cyclical,21.45,0.012987632,0,0,0.278584707,814.456371,6.168395005,0.078254131,1.743295262,29.07,17.76
CALA,Calithera Biosciences Inc,Healthcare,0.31,0,,,0,23.22708,0,N/A,1.688680821,2.59,0.31
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,54.36,0.00062546,,,0.034000002,2399.465784,698.9413877,0.482954572,0.121035504,59.95,33.85
CALX,Calix Inc,Technology,38.68,0,,,0,2499.206588,10.48421661,0,2.401842263,80.95,36.5
CAMP,Calamp Corp.,Technology,6.09,0,,,0,73.178896,N/A,0,1.115740189,14.51,4.99
CAPR,Capricor Therapeutics Inc,Healthcare,3.29,0,,,0,80.026473,0,N/A,0.854639645,6.22,2.56
CAR,Avis Budget Group Inc,Industrials,265.42,0,,,0,13690.60752,10.65416928,0,2.351483561,545.11,65.87
CARA,Cara Therapeutics Inc,Healthcare,13.84,0,,,0,740.174438,N/A,0,0.836732295,28.72,9.63
CARE,Carter Bankshares Inc,Financial Services,17.08,0,,,0,433.114538,0,N/A,0.87495518,17.8,10.02
CARG,CarGurus Inc,Communication Services,42.87,0,,,0,4375.570492,N/A,0,2.060858718,50.03,23.15
CARS,Cars.com,Consumer Cyclical,12.82,0,,,0,886.763874,114.8806677,0,1.391230211,19.09,11.53
CASA,Casa Systems Inc,Technology,3.89,0,,,0,330.003587,102.901025,0,1.530317342,9.75,3.68
CASH,Meta Financial Group Inc.,Financial Services,48.18,0.004145106,0,-0.173951912,0.199711203,1438.168327,8.366405232,0.036179566,1.277301135,65.83,43.47
CASI,CASI Pharmaceuticals Inc,Healthcare,0.6205,0,,,0,84.753987,N/A,0,1.144506157,1.99,0.5625
CASS,Cass Information Systems Inc,Industrials,39.95,0.027258738,0.037037037,0.040126207,1.08898657,545.717559,19.07836524,0.544493285,0.561121878,47.26,35.96
CASY,"Casey`s General Stores, Inc.",Consumer Defensive,209.24,0.006577297,0.029411765,0.078378847,1.376233576,7765.203146,24.13712621,0.16002716,0.777298318,227.93,170.82
CAT,Caterpillar Inc.,Industrials,227.81,0.019489926,0.077669903,0.075886482,4.327170519,122080.6569,18.81347772,0.365779418,0.591819004,242.85,179.67
CATC,Cambridge Bancorp,Financial Services,79.82,0.03063038,0.163636364,0.068278354,2.444916908,558.858772,0,N/A,0.629043323,96.88,77.27
CATM,Cardtronics plc,Industrials,39.01,0,,,0,0,0,0,,,
CATO,Cato Corp.,Consumer Cyclical,14.48,0.042195654,,,0.610993074,285.145749,8.168726882,0.370298833,1.076347646,19.46,11.98
CATY,Cathay General Bancorp,Financial Services,42.25,0.030546565,0.096774194,0.101163797,1.290592371,3172.056401,10.63363683,0.339629571,1.09194479,48.52,34.97
CB,Chubb Limited,Financial Services,210.52,0.015200456,0.025641026,0.024156505,3.180850624,89183.83283,10.44429474,0.165067495,0.790432319,218.99,153.87
CBAN,"Colony Bankcorp, Inc.",Financial Services,17.65,0.023307987,0.048780488,0.338732144,0.411385977,310.398777,0,N/A,,19.36,14.16
CBAY,Cymabay Therapeutics Inc,Healthcare,3.1,0,,,0,262.501611,0,N/A,0.850432455,5.06,2.67
CBB,"Cincinnati Bell, Inc.",Communication Services,15.48,0,,,0,788.250052,N/A,0,0.024309038,15.51,14.96
CBFV,CB Financial Services Inc,Financial Services,22.7,0.04189144,0,0.017554577,0.950935685,117.061562,0,N/A,,26.71,20.31
CBIO,Catalyst Biosciences Inc,Healthcare,0.5425,0,,,0,17.039766,N/A,0,0.918990034,5.47,0.5
CBL,"CBL& Associates Properties, Inc.",Real Estate,31.97,0,,,0,1016.88504,N/A,0,,43.5,25.96
CBMG,Cellular Biomedicine Group Inc,Healthcare,19.75,0,,,0,0,0,N/A,,,
CBOE,Cboe Global Markets Inc.,Financial Services,117.33,0.015762534,0.142857143,0.139358104,1.849418108,12457.15572,23.6244182,0.37589799,0.602365212,137.39,98.99
CBRE,CBRE Group Inc,Real Estate,85.56,0,,,0,28291.922,15.4047275,0,1.184986633,111,79.84
CBRL,Cracker Barrel Old Country Store Inc,Consumer Cyclical,118.49,0.04388556,,,4.828021782,2752.030019,19.5410878,0.810070769,1.169735931,168.11,106.06
CBSH,"Commerce Bancshares, Inc.",Financial Services,70.34,0.014927495,0.00952381,0.033267266,1.023665982,8518.884153,16.19809163,0.237509509,0.840576549,76.48,61.57
CBT,Cabot Corp.,Basic Materials,67.11,0.021277797,0.057142857,0.032709647,1.427952986,3797.540886,38.75041721,0.830205224,1.128314148,74.49,47.05
CBTX,CBTX Inc,Financial Services,28.78,0.017949609,,,0.516589744,708.231536,0,N/A,0.621053459,32.66,24.39
CBU,"Community Bank System, Inc.",Financial Services,67.87,0.025342567,0.023809524,0.06087373,1.694746752,3658.974116,19.33417939,0.486996193,0.659427599,80.19,64.23
CBZ,Cbiz Inc,Industrials,41.64,0,,,0,2172.594149,30.64869651,0,0.79380088,42.62,30.68
CC,Chemours Company,Basic Materials,33.8,0.029585799,0,0.528142136,0.987729239,5384.540468,8.856152085,0.274369233,1.601584325,37.95,22.56
CCBG,"Capital City Bank Group, Inc.",Financial Services,25,0.024979365,0.066666667,0.261914689,0.624484124,423.543025,12.68244775,0.315396022,0.564420411,28.71,21.76
CCF,Chase Corp.,Basic Materials,87.28,0.011457379,,,1,826.444545,0,N/A,0.722634092,119.24,83.59
CCI,Crown Castle International Corp,Real Estate,192.68,0.030516919,0.105263158,0.091236153,5.536343693,83436.14911,76.12787327,2.18827814,0.544431864,208.09,155.83
CCK,"Crown Holdings, Inc.",Consumer Cyclical,118.93,0.006875661,,,0.817722328,14699.2328,N/A,N/A,0.601386595,130.42,94.72
CCL,Carnival Corp.,Consumer Cyclical,19.56,0,,,0,21594.04471,N/A,0,1.797669622,31.52,14.94
CCMP,CMC Materials Inc,Technology,176.2,0.010400597,,,1.83258521,5035.376996,N/A,N/A,1.286387443,196.03,118.15
CCNE,CNB Financial Corp (PA),Financial Services,25,0.02732823,0.029411765,0.011837617,0.683205738,422.773025,7.943576435,0.216204348,0.656754246,28.21,21.64
CCO,Clear Channel Outdoor Holdings Inc.,Communication Services,3.2,0,,,0,1508.311946,N/A,0,1.455250985,4.1,1.88
CCOI,Cogent Communications Holdings Inc,Communication Services,66.37,0.048402807,0.132450331,0.142096203,3.212494289,3184.708434,66.09335755,3.118926494,0.760734126,78.98,56.46
CCRN,"Cross Country Healthcares, Inc.",Industrials,20,0,,,0,761.26198,5.767048833,0,1.387127494,30.4,12.47
CCS,Century Communities Inc,Consumer Cyclical,50.83,0.012741489,,,0.647649867,1691.962554,0,N/A,1.793772748,85.8,46.63
CCXI,ChemoCentryx Inc,Healthcare,21.54,0,,,0,1505.646,0,N/A,,49.6,9.53
CDAY,Ceridian HCM Holding Inc.,Technology,60.63,0,,,0,9218.771735,N/A,0,1.634571471,130.37,58.58
CDE,Coeur Mining Inc,Basic Materials,5.27,0,,,0,1471.556814,N/A,0,0.800778996,11.14,4.12
CDEV,Centennial Resource Development Inc.,Energy,9.4,0,,,0,2677.215767,19.37554382,0,1.302331386,9.55,3.69
CDK,CDK Global Inc,Technology,54.44,0.010963603,0,0.013894214,0.596858534,6357.728418,6.079877994,0.069402155,0.61913387,54.7,38.41
CDLX,Cardlytics Inc,Communication Services,47.19,0,,,0,1594.153987,N/A,0,2.349061626,145,42.11
CDMO,Avid Bioservices Inc,Healthcare,18.31,0,,,0,1130.539049,107.7011573,0,1.519971553,34.51,16.03
CDNA,Caredx Inc,Healthcare,35.41,0,,,0,1877.620278,0,N/A,2.130993241,96.88,27.87
CDNS,"Cadence Design Systems, Inc.",Technology,149.8,0,,,0,41502.29358,59.63358777,0,1.623125792,192.7,118.11
CDR,Cedar Realty Trust Inc,Real Estate,28.3,0.009286052,0,0.057096868,0.262795274,385.929506,N/A,N/A,0.613020972,28.68,13.45
CDTX,Cidara Therapeutics Inc,Healthcare,0.8217,0,,,0,56.002669,0,N/A,1.563619323,2.39,0.6335
CDW,CDW Corp,Technology,172.97,0.010367782,0.25,0.255943216,1.793315253,23360.87087,23.63025578,0.25473228,1.171830493,208.09,160.96
CDXC,Chromadex Corp,Healthcare,2.14,0,,,0,146.182041,0,N/A,1.536720772,10.78,1.93
CDXS,Codexis Inc.,Healthcare,18.39,0,,,0,1198.304887,0,N/A,1.956887602,42.01,16.41
CDZI,Cadiz Inc.,Utilities,1.93,0,,,0,97.951752,N/A,0,1.179270869,14.69,1.66
CE,Celanese Corp,Basic Materials,145.17,0.018736654,0,0.081309992,2.702285825,15682.60869,8.297676556,0.160277926,1.009837865,175.72,132.26
CECE,Ceco Environmental Corp.,Industrials,5.08,0,,,0,178.041869,0,N/A,1.040225734,9.16,4.45
CEI,Camber Energy Inc,Energy,0.87,0,,,0,217.5,N/A,0,-0.238417526,4.85,0.33
CEIX,Consol Energy Inc,Energy,48.78,0,,,0,1698.21492,49.78642393,0,0.980651249,49.39,8.65
CELC,Celcuity Inc,Healthcare,7.99,0,,,0,119.213213,0,N/A,1.650240779,33.01,7.04
CELH,Celsius Holdings Inc,Consumer Defensive,53.78,0,,,0,4051.652847,0,N/A,2.529261514,110.22,39.45
CEMI,Chembio Diagnostics Inc.,Healthcare,0.7591,0,,,0,22.936978,0,N/A,1.772702737,7.34,0.652
CENT,Central Garden & Pet Co.,Consumer Defensive,45.29,0,,,0,2305.007616,14.85740557,0,0.790357089,61.25,43.01
CENTA,Central Garden & Pet Co.,Consumer Defensive,42.48,0,,,0,2305.007616,0,N/A,0.77498375,55.82,39.3
CENX,Century Aluminum Co.,Basic Materials,27.41,0,,,0,2500.658458,N/A,0,1.108174091,30.36,10.39
CERN,Cerner Corp.,Healthcare,93.3,0.010460929,,,0.976004635,27427.2298,49.36541983,0.530437302,0.172230096,93.77,68.68
CERS,Cerus Corp.,Healthcare,4.83,0,,,0,839.074961,N/A,0,1.486326259,8.06,4.67
CETX,Cemtrex Inc.,Industrials,0.57,0,,,0,14.06373,0,N/A,1.248947142,2.56,0.5501
CEVA,Ceva Inc.,Technology,34.89,0,,,0,809.588397,2044.415145,0,1.89748118,59.9,32.45
CF,CF Industries Holdings Inc,Basic Materials,108.41,0.01106909,0,0,1.191851783,22670.01687,24.7219377,0.281097119,0.575476073,113.49,42.81
CFBK,CF Bankshares Inc,Financial Services,21.6001,0.006455896,,,0.139448005,113.586372,0,N/A,,23.9,17.32
CFFI,C & F Financial Corp,Financial Services,50.975,0.03101707,0.052631579,0.039224102,1.581095131,181.077371,6.31657903,0.198879891,,53.84,38.2
CFFN,Capitol Federal Financial,Financial Services,10.32,0.031896569,0,-0.262654789,0.329172596,1432.903971,18.06462312,0.562495892,0.466372682,12.46,10.23
CFG,Citizens Financial Group Inc,Financial Services,40.87,0.038169807,0,0.227403378,1.541391784,17252.97481,7.820931462,0.298719338,1.22894535,56.57,38.58
CFMS,Conformis Inc.,Healthcare,0.64,0,,,0,118.757832,N/A,0,0.894042298,1.96,0.501
CFR,Cullen Frost Bankers Inc.,Financial Services,139.54,0.021499212,0.041666667,0.056421622,2.944648453,8933.849097,20.67824373,0.436891462,1.075975798,147.28,98.58
CGIX,Cancer Genetics Inc.,Healthcare,4.61,0,,,0,35.886914,0,N/A,,17.5,2.11
CGNX,Cognex Corp.,Technology,70.22,0.003555745,0.083333333,-0.052238885,0.249684446,12210.69287,43.62815936,0.160054132,1.303287045,92.01,61.45
CHCI,Comstock Holding Co. Inc,Real Estate,5.44,0,,,0,44.164531,0,N/A,0.479080469,8.24,4.1
CHCO,City Holding Co.,Financial Services,76.31,0.030576769,0.034482759,0.063995313,2.333313216,1149.677684,13.1787852,0.412246151,0.574881014,84.99,69.48
CHCT,Community Healthcare Trust Inc,Real Estate,41.57,0.042097667,0.023391813,0.023252207,1.710475039,1042.286273,51.65458781,1.971956466,0.658298898,50.6,39.42
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,102.65,0.010228933,0.03960396,0.066780679,1.015808458,24912.69657,30.10597772,0.305966403,0.187317891,105.15,80.32
CHDN,"Churchill Downs, Inc.",Consumer Cyclical,210.7,0.003165638,,,0.666999996,8038.418861,32.26984689,0.105039369,1.303215134,261.4,174.47
CHE,Chemed Corp.,Healthcare,498.6,0.002844758,0.058823529,0.067249182,1.418396138,7464.316729,27.79488635,0.084177812,0.596037028,539.45,402.39
CHEF,Chefs` Warehouse Inc,Consumer Defensive,33.15,0,,,0,1268.201682,0,N/A,1.326884108,37.85,25.6
CHGG,Chegg Inc,Consumer Defensive,32.36,0,,,0,4099.422789,N/A,0,0.713844428,96.94,23.23
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,142.07,0.006495337,,,0.922792591,7903.258913,0,N/A,1.058082159,156.96,107.27
CHK,Chesapeake Energy Corp.,Energy,94.36,0.026939901,,,2.542049036,12082.55842,0,N/A,0.612219087,95.28,43.17
CHMA,Chiasma Inc,Healthcare,3.76,0,,,0,0,0,N/A,,,
CHMG,Chemung Financial Corp.,Financial Services,46.5736,0.026356382,0.192307692,0.035804204,1.227511582,217.222903,0,N/A,,48.83,40.59
CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,7.27,0.141641646,0,-0.112366802,1.029734768,132.763635,54.63524072,7.349998345,0.705660447,9.46,6.7
CHRS,Coherus Biosciences Inc,Healthcare,11.24,0,,,0,869.184457,0,N/A,1.253749605,19.32,10.53
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,103.28,0.021301317,0.078431373,0.040950397,2.097909842,13285.94509,15.73707287,0.332473826,0.439615549,111.55,82.84
CHS,"Chico`s Fas, Inc.",Consumer Cyclical,5.16,0,,,0,632.148055,13.79001451,0,1.967132619,7.29,2.67
CHTR,Charter Communications Inc.,Communication Services,555.32,0,,,0,106339.7156,22.84910091,0,0.535965073,825.62,542.82
CHUY,Chuy`s Holdings Inc,Consumer Cyclical,25.94,0,,,0,492.634607,0,N/A,1.296304325,49.99,22.6
CI,Cigna Corp.,Healthcare,259.21,0.017283284,,,4.095913664,82526.43996,15.38237464,0.260388663,0.696134311,269.1,189.88
CIA,"Citizens, Inc.",Financial Services,4.26,0,,,0,208.861981,5.67760298,0,0.603953121,6.99,4.02
CIDM,Cinedigm Corp,Communication Services,0.736,0,,,0,128.705215,0,N/A,1.9910406,2.95,0.64
CIEN,CIENA Corp.,Technology,55.84,0,,,0,8494.740465,17.31249751,0,1.296648423,78.28,49.51
CIM,Chimera Investment Corp,Real Estate,10.9,0.121100917,0.1,-0.079743726,1.273824208,2582.793161,4.331002198,0.524207493,0.86214617,16.06,10.84
CINF,Cincinnati Financial Corp.,Financial Services,138.19,0.019972502,0.095238095,0.066536732,2.559850165,22170.34254,7.525574521,0.141350092,0.867816028,139.82,103.41
CIO,City Office REIT Inc,Real Estate,16.16,0.04950495,0.333333333,-0.031739029,0.690077227,703.8387,1.475630169,0.06389604,0.932485341,21.24,10.17
CIR,Circor International Inc,Industrials,23.88,0,,,0,483.760921,N/A,0,1.506724796,39.48,23.22
CIT,CIT Group Inc,Financial Services,53.5,0.025891808,,,1.385211741,5305.57895,7.748764349,0.201631986,1.250922609,56.21,34.51
CIVB,Civista Bancshares Inc,Financial Services,22.63,0.023665869,,,0.535558621,337.605994,8.326493229,0.202863114,0.569372699,25.79,21.03
CIX,"Compx International, Inc.",Industrials,22.66,0.036979091,0.25,0.379729661,0.83794621,280.545688,16.93298453,0.630034744,0.617298268,25,17.79
CIZN,Citizens Holding Co,Financial Services,18.5,0.050712261,0,0,0.938176822,103.360795,0,N/A,,21.75,16.11
CKH,SEACOR Holdings Inc,Energy,41.5,0,,,0,850.690406,36.49308936,0,1.038796687,43.73,22.61
CKX,CKX Lands Inc,Energy,12.58,0,,,0,24.436587,0,N/A,,19.58,10.21
CL,Colgate-Palmolive Co.,Consumer Defensive,80.94,0.023227082,0.022727273,0.023836256,1.784934799,68037.63522,31.41165061,0.699974431,0.209946977,85.15,72.2
CLAR,Clarus Corp,Consumer Cyclical,21.52,0.004640056,,,0.099854002,800.530206,30.67988371,0.136561819,1.283170866,32.27,17.43
CLB,Core Laboratories N.V.,Energy,33.61,0.001189461,0,-0.551329555,0.0399778,1555.376961,78.84508343,0.094622011,0.575122087,49.82,21.07
CLBK,"Columbia Financial, Inc",Financial Services,21.6,0,,,0,2307.127385,25.0641222,0,0.527440468,22.71,16.34
CLBS,Caladrius Biosciences Inc,Healthcare,0.68,0,,,0,40.650301,0,N/A,0.901499605,1.71,0.63
CLCT,Collectors Universe Inc,Industrials,91.92,0,,,0.524999991,0,0,N/A,,,
CLDR,Cloudera Inc,Technology,15.99,0,,,0,4736.508359,N/A,0,0.864340765,19.35,9.34
CLDT,Chatham Lodging Trust,Real Estate,13.74,0,0,0,0,670.572896,N/A,0,1.054176735,15.12,11
CLDX,Celldex Therapeutics Inc.,Healthcare,35.84,0,,,0,1674.983332,N/A,0,1.749036969,57.2,23.11
CLF,Cleveland-Cliffs Inc,Basic Materials,30.84,0,,,0,16203.6353,5.422903381,0,1.439245219,34.04,15.81
CLFD,Clearfield Inc,Technology,59.02,0,,,0,812.260566,0,N/A,2.583725583,86.71,28.3
CLGX,CoreLogic Inc,Technology,80,0.012325072,,,0.986005741,5889.47856,18.34168559,0.242858557,,90.34,44.22
CLH,"Clean Harbors, Inc.",Industrials,107.86,0,,,0,5868.125565,28.87189265,0,0.958671807,118.89,86.17
CLIR,ClearSign Technologies Corp,Industrials,1.43,0,,,0,45.975924,0,N/A,1.749842808,5.44,1
CLNE,Clean Energy Fuels Corp,Energy,7.22,0,,,0,1607.989304,N/A,0,1.557924401,14.5,4.7
CLPR,Clipper Realty Inc,Real Estate,9.1,0.041758242,0,0,0.374032123,146.175375,0,N/A,0.750221655,10.3,6.92
CLR,Continental Resources Inc (OKLA),Energy,65.39,0.010498536,,,0.68649928,23821.46904,14.34191932,0.150548088,0.953252269,66.71,24.28
CLRB,Cellectar Biosciences Inc,Healthcare,0.6886,0,,,0,42.07433,0,N/A,1.153284876,1.84,0.44
CLRO,ClearOne Inc,Technology,0.9197,0,,,0,17.271765,0,N/A,0.832486431,3.28,0.7309
CLSN,Celsion Corp,Healthcare,3.5,0,,,0,20.196806,N/A,0,1.207529375,23.25,3.26
CLVS,Clovis Oncology Inc,Healthcare,2.28,0,,,0,324.317802,N/A,0,1.834345448,7.24,1.35
CLW,Clearwater Paper Corp,Basic Materials,27.18,0,,,0,456.895882,N/A,0,0.657349693,44.73,25.07
CLX,Clorox Co.,Consumer Defensive,145.57,0.031874699,0.045045045,0.077143588,4.544489013,17885.13285,72.40944472,2.306847215,-0.030945858,192.75,127.02
CLXT,Calyxt Inc,Consumer Defensive,0.66,0,,,0,28.194494,N/A,0,1.24253758,5.76,0.6502
CMA,"Comerica, Inc.",Financial Services,88.37,0.030779676,0,0.212012539,2.686913061,11583.42852,10.16090221,0.322946281,1.249512359,101.3,61.49
CMC,Commercial Metals Co.,Basic Materials,44.32,0.012120843,0.166666667,0.031310306,0.537195761,5384.048291,5.991476123,0.07328728,0.954414472,44.62,27.27
CMCO,Columbus Mckinnon Corp.,Industrials,37.93,0.006315295,0,0.084471771,0.239539138,1081.296075,39.43601425,0.239539138,1.000750492,55.36,36.28
CMCSA,Comcast Corp,Communication Services,47.58,0.022698613,0.08,0.113824179,1.012251691,215241.7355,15.20283483,0.33297753,0.736564844,60.88,44.02
CMCT,Creative Media & Community Trust,Real Estate,7.46,0.040918035,0.133333333,-0.074232815,0.305248543,174.335209,0,N/A,0.190292104,12.08,6.36
CMD,Cantel Medical Corp,Healthcare,80.37,0,,,0,3400.793299,72.76447566,0,1.250781573,89.76,39.4
CME,CME Group Inc,Financial Services,237.66,0.016830767,0.111111111,0.073940924,3.676779485,85419.62863,32.63903887,0.504359326,0.651666277,255.79,184.24
CMG,Chipotle Mexican Grill,Consumer Cyclical,1603.17,0,,,0,44919.92883,68.79177565,0,1.32239435,1958.55,1277.41
CMI,Cummins Inc.,Industrials,195.94,0.029600898,0.074074074,0.071837204,5.646735611,27838.09007,13.06339281,0.386497988,0.843129793,267.1,189.5
CMO,Capstead Mortgage Corp.,Real Estate,6.5,0.077874538,,,0.506184495,629.69114,9.350645065,0.721368812,0.689606618,6.95,4.64
CMP,Compass Minerals International Inc,Basic Materials,65.54,0.009154715,-0.791666667,-0.269278724,1.72419323,2232.587789,36.00948046,0.942182093,0.715332242,75.04,46.85
CMRX,Chimerix Inc,Healthcare,4.79,0,,,0,416.862573,N/A,0,1.548121538,9.29,3.34
CMS,CMS Energy Corporation,Utilities,71.55,0.024410109,0.057471264,0.067070802,1.746543322,20759.29019,15.4000669,0.374794704,0.131520491,73.64,56.7
CMT,Core Molding Technologies,Basic Materials,10,0,,,0,87.02109,0,N/A,0.479551183,17.35,7.96
CMTL,Comtech Telecommunications Corp.,Technology,14.54,0.027418881,0,0,0.398670534,385.54421,N/A,N/A,1.101462679,27.7,14
CNA,CNA Financial Corp.,Financial Services,48.73,0.032833983,0.052631579,0.059223841,1.483854236,13216.36031,10.99530808,0.336474883,0.761009749,49.5,39.4
CNBKA,"Century Bancorp, Inc.",Financial Services,115.29,0,,,0.720000029,0,0,0.089219334,,,
CNC,Centene Corp.,Healthcare,86.54,0,,,0,50442.00553,37.44766557,0,0.653991172,89.79,59.33
CNCE,Concert Pharmaceuticals Inc,Healthcare,3.24,0,,,0,117.707068,0,N/A,1.016771251,4.74,2.57
CNDT,Conduent Inc,Technology,5.6,0,,,0,1207.384741,N/A,0,1.316580011,8.5,4.12
CNFR,Conifer Holdings Inc,Financial Services,2.33,0,,,0,22.619214,0,N/A,,4.33,2.06
CNK,Cinemark Holdings Inc,Communication Services,17.02,0,,,0,2038.034591,N/A,0,1.438655375,25.2,13.37
CNMD,Conmed Corp.,Healthcare,144.13,0.005538207,0,0,0.798221789,4239.042886,67.77913859,0.41145453,1.037735403,158.65,117.45
CNNE,Cannae Holdings Inc,Consumer Cyclical,23.4,0,,,0,2023.773196,0,N/A,1.351816402,41.74,22.83
CNO,CNO Financial Group Inc,Financial Services,25.37,0.020325699,0.083333333,0.076316923,0.515662973,3005.485515,6.815159898,0.153471123,0.943744645,27.29,21.52
CNOB,ConnectOne Bancorp Inc.,Financial Services,30.75,0.015524583,,,0.477380926,1213.538849,9.456908337,0.147795952,0.674493117,36.85,23.89
CNP,Centerpoint Energy Inc.,Utilities,32.4,0.020987654,0.0625,-0.08667567,0.653942542,20393.60995,14.66111427,0.286816905,0.471618578,32.72,22.99
CNR,Cornerstone Building Brands Inc,Industrials,24.35,0,,,0,3092.474399,4.699494865,0,0.950969375,24.44,13.3
CNS,Cohen & Steers Inc.,Financial Services,82.54,0.022830345,0.222222222,0.107566343,1.88441665,4017.826818,19.00616293,0.43721964,1.085766571,100.07,64.05
CNSL,Consolidated Communications Holdings Inc,Communication Services,6.37,0,,,0,723.713829,N/A,0,0.910513544,9.89,4.51
CNTY,Century Casinos Inc.,Consumer Cyclical,11.28,0,,,0,334.167902,16.2044371,0,1.374664143,16.44,8.82
CNX,CNX Resources Corp,Energy,22.42,0,,,0,4449.205348,N/A,0,0.740294485,22.51,10.41
CNXN,"PC Connection, Inc.",Technology,52.7,0,,,0,1383.909325,19.79671738,0,0.939962504,54.79,40.08
CODA,Coda Octopus Group Inc.,Industrials,6.03,0,,,0,65.468886,0,N/A,0.195952684,10.17,5.58
COF,Capital One Financial Corp.,Financial Services,132.59,0.016506844,0.5,0.084471771,2.188642511,54578.10218,4.561479497,0.08124137,1.161839544,176.6,122.43
COG,Cabot Oil & Gas Corp.,Energy,22.25,0.018702596,,,0.416132752,8892.528027,32.56584754,0.61142044,0.585574519,23.1,14.28
COHN,Cohen & Company Inc,Financial Services,15.39,0.096783657,,,1.489500478,23.829645,2.112182694,0.699295999,,47.95,12.51
COHR,Coherent Inc.,Technology,265.7,0,,,0,6582.158733,N/A,0,0.503566529,275.79,222.04
COHU,"Cohu, Inc.",Technology,25.47,0,,,0,1236.924112,7.39234491,0,2.053232212,48.63,25.46
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,492.7,0.002028035,0,0,0.999212881,3518.590937,18.55992687,0.049539558,0.771925953,637.73,280.54
COLB,"Columbia Banking System, Inc.",Financial Services,30.18,0.03798053,0.071428571,0.029033661,1.146252381,2375.352633,11.73071575,0.412321,1.060099457,43.7,29.22
COLD,Americold Realty Trust,Real Estate,28.07,0.031350196,,,0.870320992,7540.864532,N/A,N/A,0.603632404,39.96,24.9
COLL,Collegium Pharmaceutical Inc,Healthcare,19.18,0,,,0,650.645979,9.097780649,0,0.535271024,25.66,17.07
COLM,Columbia Sportswear Co.,Consumer Cyclical,88.33,0.012174945,,,1.075412883,5698.447069,16.09239856,0.201766019,1.135423822,113.74,83.33
COMM,CommScope Holding Company Inc,Technology,6.46,0,,,0,1321.8379,N/A,0,1.763712535,22.18,6.39
CONE,CyrusOne Inc,Real Estate,89.84,0.023152271,0.019607843,0.043640227,1.549999952,0,0,7.711442549,,,
CONN,Conns Inc,Consumer Cyclical,16.06,0,,,0,382.016104,3.530484768,0,1.753432232,31.48,14.54
COO,"Cooper Companies, Inc.",Healthcare,399.62,0.000150137,,,0.059997735,21315.97057,22.70313193,0.003186284,0.862387585,463.56,368.75
COOP,Mr. Cooper Group Inc,Financial Services,43.74,0,,,0,3263.47906,0,N/A,0.569939185,52.34,30.53
COP,Conoco Phillips,Energy,101.37,0.018151327,-0.302325581,0.025120872,1.756197128,131380.7159,16.26200222,0.288848212,0.65956294,107.2,46.34
COR,CoreSite Realty Corporation,Real Estate,169.41,0.043832237,,,7.425619223,7487.535915,84.55333372,3.604669526,,172.29,103.44
